PassengerID,TrainName,Name,Gender,Age,Profession,Class,TicketPrice,TrainCar,SeatNumber,MaritalStatus,NumberOfChildren,CompanionCount,BaggageWeight,MealPreference,Station,ArrivalTime,DepartureTime,who,FamilySize
5853,Shalimar Express,Fatima Hussain Sheikh,Female,45,Soldier,Economy,3588,Coach-13,S-40,Married,3,2,15.32,Biryani,Kotri Jn.,5:22,5:24,Female,6
5854,Shalimar Express,Noor Raza Sheikh,Female,71,Soldier,AC Business,3588,Coach-14,S-48,Single,2,3,13.49,Daal Chaawal,Pakpattan,11:20,11:35,Female,5
5855,Shalimar Express,Sara Raza Siddiqui,Female,27,Artist,Economy,3588,Coach-8,S-57,Single,4,4,25.74,Biryani,Ghotki,21:21,21:23,Female,8
5856,Shalimar Express,Noor Jamal Sheikh,Female,38,Businessperson,AC Business,3588,Coach-17,S-98,Married,0,2,48.94,Daal Chaawal,Samasata Jn.,16:40,17:05,Female,3
5857,Shalimar Express,Ahmed Iqbal Khan,Male,59,Teacher,AC Business,3588,Coach-2,S-83,Married,0,2,10.81,Karahi,Mubarakpur,17:25,17:27,Male,3
5858,Shalimar Express,Ahmed Jamal Khan,Female,78,Businessperson,Economy,6888,Coach-6,S-56,Married,1,0,13.4,Daal Chaawal,Kasur Jn.,7:40,8:20,Female,2
5859,Shalimar Express,Ayesha Saeed Chaudhry,Male,8,Lawyer,Economy,3588,Coach-18,S-89,Married,1,0,39.57,Nihari,Nawabshah Jn.,2:26,2:28,Child,2
5860,Shalimar Express,Sara Raza Bhatti,Male,16,Farmer,Economy,6888,Coach-14,S-25,Married,4,,48.31,Paratha Roll,Rahim Yar Khan,19:32,19:34,Child,9
5861,Shalimar Express,Fatima Rizwan Chaudhry,Female,74,Businessperson,Economy,6888,Coach-5,S-15,Single,2,3,33.83,Daal Chaawal,Mir Pur Mathelo,20:47,20:49,Female,5
5862,Shalimar Express,Fatima Saeed Chaudhry,Female,29,Farmer,AC Business,6888,Coach-18,S-46,Single,2,1,40.87,Biryani,Samasata Jn.,16:40,17:05,Female,3
5863,Shalimar Express,Sara Iqbal Siddiqui,Female,53,Doctor,Economy,3588,Coach-13,S-28,Married,4,1,27.78,Karahi,Karachi Cantt,8:10,8:25,Female,6
5864,Shalimar Express,Bilal Iqbal Khan,Female,15,Farmer,Economy,3588,Coach-15,S-38,Married,0,1,24.25,Nihari,Kanganpur,9:21,9:23,Child,2
5865,Shalimar Express,Sara Iqbal Siddiqui,Female,17,Artist,Economy,6888,Coach-3,S-65,Single,1,1,16.53,Daal Chaawal,Khanpur Jn.,18:55,19:00,Child,2
5866,Shalimar Express,Hira Raza Butt,Female,22,Doctor,AC Business,3588,Coach-17,S-65,Married,4,0,16.38,Paratha Roll,Khudian,8:45,8:47,Female,5
5867,Shalimar Express,Ayesha Iqbal Malik,Female,47,Farmer,AC Business,6888,Coach-7,S-78,Single,0,3,47.19,Daal Chaawal,Karachi Cantt,8:10,8:25,Female,3
5868,Shalimar Express,Amir Iqbal Butt,Female,33,Doctor,AC Business,6888,Coach-15,S-76,Married,1,1,38.93,Nihari,Kot Lakhpat,6:43,6:45,Female,3
5869,Shalimar Express,Fatima Rizwan Siddiqui,Female,48,Businessperson,Economy,3588,Coach-5,S-99,Married,4,4,36.22,Daal Chaawal,Landhi Jn.,7:10,7:12,Female,9
5870,Shalimar Express,Ali Jamal Khan,Male,35,Artist,AC Business,6888,Coach-3,S-30,Single,3,4,28.73,Nihari,Shahdad Pur,3:27,3:29,Male,7
5871,Shalimar Express,Sara Raza Rana,Male,43,Doctor,Economy,6888,Coach-2,S-51,Single,1,1,24.01,Paratha Roll,Kanganpur,9:21,9:23,Male,2
5872,Shalimar Express,Ayesha Murtaza Bhatti,Male,39,Engineer,Economy,6888,Coach-9,S-9,Single,4,4,45.2,Biryani,Bhiria Road,0:44,0:46,Male,8
5873,Shalimar Express,Noor Saeed Jutt,Female,25,Lawyer,AC Business,3588,Coach-1,S-44,Married,2,0,36.71,Daal Chaawal,Raiwind Jn.,7:10,7:15,Female,3
5874,Shalimar Express,Sara Murtaza Siddiqui,Male,57,Police Officer,AC Business,3588,Coach-20,S-47,Married,0,0,12.88,Nihari,Nur Shah,14:03,14:05,Male,1
5875,Shalimar Express,Ali Iqbal Jutt,Male,70,Doctor,AC Business,3588,Coach-19,S-58,Single,1,2,20.91,Paratha Roll,Kotri Jn.,5:22,5:24,Male,3
5876,Shalimar Express,Amir Raza Siddiqui,Female,24,Engineer,AC Business,6888,Coach-17,S-91,Single,1,1,34.18,Karahi,Machhian Wala,13:15,13:17,Female,2
5877,Shalimar Express,Amir Nawaz Rana,Male,14,Police Officer,Economy,3588,Coach-20,S-50,Married,2,0,22.91,Nihari,Mahrabpur,0:11,0:13,Child,3
5878,Shalimar Express,Amir Fahad Jutt,Male,7,Teacher,Economy,3588,Coach-16,S-5,Single,2,4,10.73,Paratha Roll,Dera Nawab Sahib,17:43,17:45,Child,6
5879,Shalimar Express,Ahmed Raza Khan,Female,73,Businessperson,Economy,3588,Coach-16,S-62,Married,2,4,12.33,Karahi,Karachi Cantt,8:10,8:25,Female,7
5880,Shalimar Express,Noor Raza Rana,Male,35,Student,AC Business,3588,Coach-13,S-38,Single,1,1,45.19,Paratha Roll,Sadikabad,19:54,19:56,Male,2
5881,Shalimar Express,Noor Raza Jutt,Male,68,Police Officer,Economy,6888,Coach-10,S-78,Married,2,4,31.64,Karahi,Lodhran Jn.,15:57,15:59,Male,7
5882,Shalimar Express,Hira Nawaz Sheikh,Male,48,Doctor,Economy,3588,Coach-13,S-74,Single,4,1,35.42,Biryani,,7:10,7:15,Male,5
5883,Shalimar Express,Sara Raza Butt,Female,42,Farmer,AC Business,3588,Coach-8,S-76,Single,0,1,39.79,Paratha Roll,Nawabshah Jn.,2:26,2:28,Female,1
5884,Shalimar Express,Fatima Jamal Siddiqui,Male,6,Lawyer,AC Business,6888,Coach-10,S-64,Married,2,0,22.04,Nihari,Lahore Jn.,-,6:15,Child,3
5885,Shalimar Express,Amir Jamal Khan,Female,43,Police Officer,AC Business,6888,Coach-20,S-74,Married,4,4,46.24,Daal Chaawal,Lahore Jn.,-,6:15,Female,9
5886,Shalimar Express,Ayesha Hussain Khan,Female,5,Artist,AC Business,6888,Coach-6,S-67,Single,2,4,36.59,Daal Chaawal,Mailsi,14:25,14:30,Child,6
5887,Shalimar Express,Ahmed Asghar Jutt,Male,6,Artist,Economy,3588,Coach-4,S-99,Married,3,1,20.38,Karahi,Lahore Jn.,-,6:15,Child,5
5888,Shalimar Express,Bilal Rizwan Siddiqui,Male,8,Farmer,Economy,6888,Coach-12,S-13,Single,3,3,37.84,Daal Chaawal,Mandi Ahmadabad,9:41,9:43,Child,6
5889,Shalimar Express,Amir Saeed Jutt,Female,,Businessperson,Economy,3588,Coach-11,S-88,Single,3,2,16.9,Paratha Roll,Rahim Yar Khan,19:32,19:34,Female,5
5890,Shalimar Express,Ali Jamal Malik,Male,77,Police Officer,Economy,6888,Coach-15,S-26,Single,3,4,38.17,Nihari,Tando Adam,3:56,3:58,Male,7
5891,Shalimar Express,Sara Jamal Jutt,Female,41,Farmer,Economy,3588,Coach-20,S-55,Single,4,1,29.87,Biryani,Liaquatpur,18:16,18:18,Female,5
5892,Shalimar Express,Amir Hussain Chaudhry,Male,72,Farmer,AC Business,6888,Coach-13,S-90,Married,4,2,15.42,Paratha Roll,Haveli Wasawewala,10:30,10:32,Male,7
5893,Shalimar Express,Bilal Murtaza Sheikh,Female,,Artist,Economy,3588,Coach-15,S-71,Single,1,0,38.05,Karahi,Tando Adam,3:56,3:58,Female,1
5894,Shalimar Express,Zain Raza Sheikh,Female,20,Doctor,Economy,3588,Coach-6,S-36,Single,0,4,35.7,Biryani,Usmanwala,8:58,9:00,Female,4
5895,Shalimar Express,Fatima Fahad Bhatti,Female,24,Doctor,Economy,3588,Coach-5,S-41,Married,2,3,34.05,Nihari,Mandi Burewala,12:55,13:00,Female,6
5896,Shalimar Express,Noor Jamal Jutt,Male,48,Businessperson,Economy,6888,Coach-19,S-68,Single,0,0,31.96,Nihari,Bahawalpur,16:20,16:25,Male,0
5897,Shalimar Express,Noor Jamal Khan,Male,22,Artist,AC Business,6888,Coach-18,S-44,Single,0,2,37.51,Biryani,Murad Chishti,11:53,11:55,Male,2
5898,Shalimar Express,Amir Nawaz Khan,Male,57,Police Officer,AC Business,3588,Coach-16,S-84,Single,1,1,10.59,Nihari,Nur Shah,14:03,14:05,Male,2
5899,Shalimar Express,Amir Hussain Jutt,Female,48,Teacher,AC Business,6888,Coach-2,S-40,Married,1,3,20.51,Paratha Roll,Lahore Jn.,-,6:15,Female,5
5900,Shalimar Express,Ali Iqbal Rana,Female,78,Police Officer,AC Business,6888,Coach-11,S-20,Single,3,,13.53,Nihari,Rohri Jn.,22:35,23:00,Female,5
5901,Shalimar Express,Fatima Hussain Bhatti,Female,39,Farmer,AC Business,6888,Coach-18,S-62,Single,0,2,38.52,Daal Chaawal,Karore Pakka,15:10,15:15,Female,2
5902,Shalimar Express,Noor Jamal Qureshi,Female,68,Engineer,Economy,3588,Coach-18,S-40,Single,1,0,25.92,Paratha Roll,Gagoo,12:38,12:40,Female,1
5903,Shalimar Express,Fatima Iqbal Qureshi,Male,58,Businessperson,Economy,3588,Coach-1,S-1,Single,1,0,23.82,Karahi,Basirpur,10:03,10:05,Male,1
5904,Shalimar Express,Hira Iqbal Bhatti,Male,37,Artist,AC Business,3588,Coach-3,S-80,Married,2,4,42.39,Paratha Roll,Haveli Wasawewala,10:30,10:32,Male,7
5905,Shalimar Express,Fatima Saeed Jutt,Male,62,Businessperson,AC Business,6888,Coach-12,S-96,Single,1,1,42.89,Nihari,Kot Lakhpat,6:43,6:45,Male,2
5906,Shalimar Express,Noor Iqbal Khan,Male,26,Student,AC Business,6888,Coach-20,S-32,Single,3,0,15.01,Karahi,Hyderabad Jn,4:50,5:00,Male,3
5907,Shalimar Express,Hira Nawaz Rana,Male,,Student,AC Business,3588,Coach-11,S-73,Single,3,2,45.9,Nihari,Karore Pakka,15:10,15:15,Child,5
5908,Shalimar Express,Fatima Saeed Malik,Female,9,Doctor,Economy,6888,Coach-15,S-72,Single,2,1,22.83,Daal Chaawal,Khudian,8:45,8:47,Child,3
5909,Shalimar Express,Noor Murtaza Rana,Male,79,Soldier,AC Business,6888,Coach-3,S-33,Married,2,4,41.1,Daal Chaawal,Kotri Jn.,5:22,5:24,Male,7
5910,Shalimar Express,Zain Raza Siddiqui,Male,78,Farmer,AC Business,6888,Coach-15,S-84,Single,2,1,13.98,Nihari,Rahim Yar Khan,19:32,19:34,Male,3
5911,Shalimar Express,Ali Iqbal Jutt,Male,47,Artist,AC Business,3588,Coach-11,S-52,Single,1,4,34.25,Daal Chaawal,Basirpur,10:03,10:05,Male,5
5912,Shalimar Express,Ali Fahad Siddiqui,Female,32,Businessperson,AC Business,6888,Coach-2,S-68,Single,3,2,10.23,Karahi,Usmanwala,8:58,9:00,Female,5
5913,Shalimar Express,Noor Nawaz Jutt,Male,34,Doctor,AC Business,3588,Coach-20,S-99,Single,1,4,33.67,Biryani,Liaquatpur,18:16,18:18,Male,5
5914,Shalimar Express,Bilal Jamal Chaudhry,Female,57,Doctor,Economy,6888,Coach-13,S-51,Married,1,3,46.54,Daal Chaawal,Kasur Jn.,7:40,8:20,Female,5
5915,Shalimar Express,Ayesha Jamal Butt,Male,11,Student,Economy,3588,Coach-5,S-79,Single,4,,18.14,Daal Chaawal,Nawabshah Jn.,2:26,2:28,Child,5
5916,Shalimar Express,Sara Saeed Butt,Male,55,Farmer,AC Business,3588,Coach-8,S-69,Married,1,4,25.85,Daal Chaawal,Kotri Jn.,5:22,5:24,Male,6
5917,Shalimar Express,Ali Asghar Rana,Female,38,Farmer,AC Business,3588,Coach-20,S-32,Married,0,0,18.23,Biryani,Vihari,13:35,13:40,Female,1
5918,Shalimar Express,Zain Nawaz Chaudhry,Male,48,Engineer,AC Business,3588,Coach-16,S-35,Single,4,0,13.56,Karahi,Mir Pur Mathelo,20:47,20:49,Male,4
5919,Shalimar Express,Fatima Jamal Malik,Male,51,Student,Economy,3588,Coach-8,S-2,Married,0,3,16.74,Biryani,Mahrabpur,0:11,0:13,Male,4
5920,Shalimar Express,Bilal Raza Rana,Male,39,Engineer,Economy,6888,Coach-8,S-37,Married,2,2,17.67,Biryani,Walton,6:32,6:34,Male,5
5921,Shalimar Express,Amir Hussain Bhatti,Male,56,Student,Economy,6888,Coach-15,S-60,Single,2,1,10.08,Biryani,Karachi Cantt,8:10,8:25,Male,3
5922,Shalimar Express,Amir Raza Khan,Female,51,Doctor,AC Business,6888,Coach-13,S-2,Married,3,1,26.68,Daal Chaawal,Gagoo,12:38,12:40,Female,5
5923,Shalimar Express,Amir Raza Chaudhry,Female,26,Lawyer,AC Business,6888,Coach-16,S-3,Single,0,2,24.47,Paratha Roll,Gagoo,12:38,12:40,Female,2
5924,Shalimar Express,Ayesha Saeed Khan,Male,38,Farmer,Economy,6888,Coach-10,S-33,Married,4,3,35.95,Daal Chaawal,Machhian Wala,13:15,13:17,Male,8
5925,Shalimar Express,Ayesha Saeed Rana,Female,77,Soldier,Economy,3588,Coach-16,S-86,Single,1,4,11.95,Paratha Roll,Mahrabpur,0:11,0:13,Female,5
5926,Shalimar Express,Amir Saeed Jutt,Female,64,Teacher,AC Business,3588,Coach-8,S-50,Married,4,3,18.97,Daal Chaawal,Haveli Wasawewala,10:30,10:32,Female,8
5927,Shalimar Express,Zain Rizwan Siddiqui,Male,69,Teacher,Economy,6888,Coach-14,S-85,Single,0,4,27.39,Karahi,Usmanwala,8:58,9:00,Male,4
5928,Shalimar Express,Hira Hussain Qureshi,Female,65,Soldier,Economy,3588,Coach-16,S-22,Single,3,0,44.58,Biryani,Rahim Yar Khan,19:32,19:34,Female,3
5929,Shalimar Express,Amir Saeed Rana,Female,61,Lawyer,Economy,3588,Coach-17,S-52,Single,3,0,28.46,Paratha Roll,Murad Chishti,11:53,11:55,Female,3
5930,Shalimar Express,Bilal Asghar Siddiqui,Female,63,Artist,AC Business,3588,Coach-5,S-65,Single,3,1,44.17,Biryani,Karachi Cantt,8:10,8:25,Female,4
5931,Shalimar Express,Amir Hussain Sheikh,Male,78,Teacher,Economy,6888,Coach-12,S-5,Single,0,2,15.91,Biryani,Pakpattan,11:20,11:35,Male,2
5932,Shalimar Express,Ahmed Murtaza Chaudhry,Male,72,Businessperson,AC Business,3588,Coach-3,S-41,Married,1,3,27.8,Nihari,Kot Lakhpat,6:43,6:45,Male,5
5933,Shalimar Express,Amir Asghar Siddiqui,Male,34,Businessperson,Economy,6888,Coach-18,S-89,Single,2,3,45.39,Karahi,Padidan,1:04,1:06,Male,5
5934,Shalimar Express,Ayesha Jamal Bhatti,Female,46,Artist,Economy,3588,Coach-11,S-92,Single,4,4,46.91,Karahi,Bhiria Road,0:44,0:46,Female,8
5935,Shalimar Express,Ali Fahad Rana,Female,55,Teacher,Economy,3588,Coach-12,S-80,Single,0,4,47.78,Biryani,Khudian,8:45,8:47,Female,4
5936,Shalimar Express,Zain Murtaza Jutt,Female,12,Farmer,Economy,3588,Coach-9,S-5,Single,1,1,45.69,Biryani,Vihari,13:35,13:40,Child,2
5937,Shalimar Express,Hira Iqbal Qureshi,Female,19,Engineer,AC Business,6888,Coach-14,S-69,Married,0,3,28.04,Biryani,Samasata Jn.,16:40,17:05,Female,4
5938,Shalimar Express,Ahmed Nawaz Malik,Male,11,Artist,Economy,3588,Coach-4,S-86,Single,0,3,45.6,Paratha Roll,Lahore Jn.,-,6:15,Child,3
5939,Shalimar Express,Bilal Nawaz Bhatti,Male,40,Businessperson,AC Business,6888,Coach-15,S-12,Married,4,1,29.67,Karahi,Khanpur Jn.,18:55,19:00,Male,6
5940,Shalimar Express,Sara Murtaza Qureshi,Female,78,Engineer,Economy,6888,Coach-11,S-47,Single,2,3,32.19,Biryani,Shahdad Pur,3:27,3:29,Female,5
5941,Shalimar Express,Zain Murtaza Rana,Male,10,Doctor,AC Business,3588,Coach-10,S-69,Married,4,0,13.91,Daal Chaawal,Mubarakpur,17:25,17:27,Child,5
5942,Shalimar Express,Amir Jamal Khan,Female,18,Soldier,AC Business,6888,Coach-5,S-35,Single,2,1,44.34,Paratha Roll,Mailsi,14:25,14:30,Female,3
5943,Shalimar Express,Ayesha Hussain Chaudhry,Female,35,Engineer,AC Business,3588,Coach-12,S-28,Married,4,0,45.52,Nihari,Raiwind Jn.,7:10,7:15,Female,5
5944,Shalimar Express,Fatima Iqbal Jutt,Female,68,Teacher,Economy,3588,Coach-13,S-2,Single,3,1,41.26,Daal Chaawal,Padidan,1:04,1:06,Female,4
5945,Shalimar Express,Noor Raza Sheikh,Female,44,Student,Economy,6888,Coach-5,S-55,Married,2,2,19.42,Karahi,Sadikabad,19:54,19:56,Female,5
5946,Shalimar Express,Hira Saeed Rana,Male,33,Police Officer,Economy,3588,Coach-10,S-16,Single,2,1,14.2,Biryani,Kot Lakhpat,6:43,6:45,Male,3
5947,Shalimar Express,Fatima Jamal Butt,Male,,Farmer,Economy,3588,Coach-16,S-41,Married,3,2,37.75,Daal Chaawal,Gagoo,12:38,12:40,Male,6
5948,Shalimar Express,Bilal Raza Khan,Male,20,Businessperson,AC Business,6888,Coach-16,S-74,Single,4,2,18.93,Nihari,Kot Lakhpat,6:43,6:45,Male,6
5949,Shalimar Express,Ali Jamal Chaudhry,Female,79,Teacher,AC Business,6888,Coach-6,S-87,Single,0,4,16.51,Daal Chaawal,Machhian Wala,13:15,13:17,Female,4
5950,Shalimar Express,Hira Iqbal Sheikh,Male,75,Teacher,Economy,3588,Coach-13,S-100,Single,0,3,31.62,Nihari,Lahore Jn.,-,6:15,Male,3
5951,Shalimar Express,Bilal Nawaz Chaudhry,Male,74,Soldier,AC Business,6888,Coach-8,S-79,Single,3,2,30.62,Biryani,Walton,6:32,6:34,Male,5
5952,Shalimar Express,Noor Murtaza Sheikh,Male,68,Doctor,Economy,6888,Coach-16,S-93,Single,0,0,29.41,Karahi,Rohri Jn.,22:35,23:00,Male,0
5953,Shalimar Express,Ahmed Nawaz Rana,Female,67,Doctor,Economy,3588,Coach-2,S-30,Married,2,4,42.96,Biryani,Sadikabad,19:54,19:56,Female,7
5954,Shalimar Express,Hira Hussain Butt,Male,6,Police Officer,Economy,3588,Coach-5,S-85,Married,3,3,28.31,Karahi,Rohri Jn.,22:35,23:00,Child,7
5955,Shalimar Express,Sara Jamal Chaudhry,Female,23,Farmer,AC Business,3588,Coach-17,S-38,Single,1,0,37.02,Biryani,Ghotki,21:21,21:23,Female,1
5956,Shalimar Express,Ali Jamal Siddiqui,Male,33,Student,AC Business,3588,Coach-4,S-57,Married,0,2,13.89,Nihari,Mahrabpur,0:11,0:13,Male,3
5957,Shalimar Express,Noor Nawaz Chaudhry,Female,49,Farmer,AC Business,6888,Coach-5,S-56,Single,0,0,42.58,Nihari,Karore Pakka,15:10,15:15,Female,0
5958,Shalimar Express,Noor Fahad Siddiqui,Female,,Soldier,AC Business,6888,Coach-1,S-20,Single,0,4,11.99,Paratha Roll,Mailsi,14:25,14:30,Female,4
5959,Shalimar Express,Amir Rizwan Siddiqui,Male,30,Doctor,AC Business,3588,Coach-17,S-56,Married,4,2,48.6,Daal Chaawal,Liaquatpur,18:16,18:18,Male,7
5960,Shalimar Express,Ahmed Jamal Sheikh,Female,22,Police Officer,AC Business,3588,Coach-11,S-47,Single,4,0,42.67,Karahi,Tando Adam,3:56,3:58,Female,4
5961,Shalimar Express,Ali Raza Malik,Male,67,Doctor,Economy,3588,Coach-10,S-77,Married,3,4,41.91,Daal Chaawal,,19:54,19:56,Male,8
5962,Shalimar Express,Bilal Nawaz Butt,Female,19,Police Officer,AC Business,6888,Coach-11,S-45,Single,0,2,23.93,Biryani,Mandi Burewala,12:55,13:00,Female,2
5963,Shalimar Express,Sara Asghar Sheikh,Male,61,Police Officer,Economy,6888,Coach-15,S-65,Single,1,3,34.29,Paratha Roll,Machhian Wala,13:15,13:17,Male,4
5964,Shalimar Express,Bilal Fahad Malik,Female,47,Doctor,Economy,6888,Coach-6,S-89,Married,0,1,46.42,Nihari,Raiwind Jn.,7:10,7:15,Female,2
5965,Shalimar Express,Amir Jamal Siddiqui,Male,29,Soldier,Economy,6888,Coach-12,S-18,Single,1,4,18.94,Daal Chaawal,Kot Lakhpat,6:43,6:45,Male,5
5966,Shalimar Express,Hira Asghar Khan,Male,41,Lawyer,AC Business,6888,Coach-3,S-77,Single,3,2,39.06,Paratha Roll,Kasur Jn.,7:40,8:20,Male,5
5967,Shalimar Express,Ahmed Asghar Bhatti,Male,75,Police Officer,Economy,3588,Coach-20,S-84,Married,4,4,29.22,Daal Chaawal,Bahawalpur,16:20,16:25,Male,9
5968,Shalimar Express,Ahmed Murtaza Rana,Male,10,Teacher,Economy,3588,Coach-2,S-23,Married,1,2,43.84,Paratha Roll,Rahim Yar Khan,19:32,19:34,Child,4
5969,Shalimar Express,Fatima Murtaza Chaudhry,Male,78,Lawyer,Economy,3588,Coach-2,S-28,Single,1,2,15.81,Karahi,Kanganpur,9:21,9:23,Male,3
5970,Shalimar Express,Ahmed Raza Qureshi,Male,42,Farmer,Economy,6888,Coach-9,S-34,Single,1,1,43.7,Daal Chaawal,Haveli Wasawewala,10:30,10:32,Male,2
5971,Shalimar Express,Noor Saeed Qureshi,Female,66,Businessperson,Economy,3588,Coach-12,S-89,Married,1,4,43.24,Nihari,Mandi Ahmadabad,9:41,9:43,Female,6
5972,Shalimar Express,Amir Murtaza Butt,Male,66,Student,AC Business,3588,Coach-15,S-8,Married,3,4,14.44,Daal Chaawal,Bhiria Road,0:44,0:46,Male,8
5973,Shalimar Express,Ayesha Murtaza Chaudhry,Male,49,Teacher,AC Business,6888,Coach-7,S-38,Single,4,1,31.15,Biryani,Raiwind Jn.,7:10,7:15,Male,5
5974,Shalimar Express,Bilal Jamal Butt,Female,75,Engineer,Economy,3588,Coach-14,S-81,Single,0,0,42.32,Karahi,Shahdad Pur,3:27,3:29,Female,0
5975,Shalimar Express,Amir Raza Chaudhry,Male,29,Businessperson,Economy,3588,Coach-9,S-13,Married,3,3,16.61,Karahi,Lodhran Jn.,15:57,15:59,Male,7
5976,Shalimar Express,Noor Hussain Malik,Male,42,Teacher,AC Business,3588,Coach-15,S-50,Married,3,1,37.26,Daal Chaawal,Mubarakpur,17:25,17:27,Male,5
5977,Shalimar Express,Fatima Asghar Chaudhry,Female,42,Soldier,AC Business,3588,Coach-3,S-65,Single,0,0,44.74,Nihari,Lahore Jn.,-,6:15,Female,0
5978,Shalimar Express,Hira Iqbal Jutt,Male,6,Artist,Economy,3588,Coach-20,S-51,Married,0,0,33.97,Nihari,Mandi Ahmadabad,9:41,9:43,Child,1
5979,Shalimar Express,Noor Fahad Sheikh,Male,75,Soldier,Economy,6888,Coach-14,S-95,Married,4,0,33.3,Nihari,Usmanwala,8:58,9:00,Male,5
5980,Shalimar Express,Bilal Hussain Bhatti,Male,25,Lawyer,AC Business,6888,Coach-6,S-55,Married,2,2,30.2,Paratha Roll,Raiwind Jn.,7:10,7:15,Male,5
5981,Shalimar Express,Ayesha Rizwan Sheikh,Male,70,Businessperson,AC Business,6888,Coach-14,S-65,Single,2,1,16.94,Nihari,Hyderabad Jn,4:50,5:00,Male,3
5982,Shalimar Express,Fatima Jamal Jutt,Male,5,Artist,Economy,3588,Coach-16,S-94,Married,2,3,13.01,Nihari,Lahore Jn.,-,6:15,Child,6
5983,Shalimar Express,Fatima Jamal Siddiqui,Male,33,Artist,Economy,3588,Coach-11,S-76,Married,1,0,31.39,Daal Chaawal,Bhiria Road,0:44,0:46,Male,2
5984,Shalimar Express,Amir Fahad Khan,Male,31,Teacher,AC Business,6888,Coach-4,S-77,Single,0,0,28.79,Biryani,Landhi Jn.,7:10,7:12,Male,0
5985,Shalimar Express,Sara Saeed Malik,Female,42,Teacher,AC Business,3588,Coach-3,S-54,Married,2,1,25.05,Karahi,Samasata Jn.,16:40,17:05,Female,4
5986,Shalimar Express,Ayesha Saeed Qureshi,Male,44,Teacher,AC Business,3588,Coach-5,S-13,Single,0,1,42.17,Daal Chaawal,Karachi Cantt,8:10,8:25,Male,1
5987,Shalimar Express,Ahmed Hussain Malik,Female,51,Police Officer,AC Business,3588,Coach-4,S-100,Married,2,3,17.87,Karahi,Usmanwala,8:58,9:00,Female,6
5988,Shalimar Express,Sara Jamal Malik,Female,41,Teacher,AC Business,3588,Coach-7,S-71,Single,2,1,24.32,Nihari,Basirpur,10:03,10:05,Female,3
5989,Shalimar Express,Fatima Saeed Malik,Male,,Engineer,Economy,6888,Coach-20,S-18,Single,1,0,18.23,Karahi,Jamrani Wah,15:37,15:39,Male,1
5990,Shalimar Express,Ayesha Raza Butt,Male,67,Student,Economy,6888,Coach-13,S-98,Married,3,2,21.08,Paratha Roll,Khudian,8:45,8:47,Male,6
5991,Shalimar Express,Hira Hussain Sheikh,Female,66,Soldier,AC Business,3588,Coach-12,S-71,Single,1,3,16.74,Nihari,Landhi Jn.,7:10,7:12,Female,4
5992,Shalimar Express,Ahmed Rizwan Butt,Male,44,Lawyer,AC Business,3588,Coach-18,S-14,Single,1,1,12.86,Karahi,Sadikabad,19:54,19:56,Male,2
5993,Shalimar Express,Zain Jamal Qureshi,Female,37,Teacher,Economy,6888,Coach-15,S-61,Single,0,4,32.11,Nihari,,3:27,3:29,Female,4
5994,Shalimar Express,Bilal Jamal Qureshi,Female,8,Businessperson,Economy,3588,Coach-18,S-57,Married,2,0,31.21,Daal Chaawal,Samasata Jn.,16:40,17:05,Child,3
5995,Shalimar Express,Noor Murtaza Sheikh,Female,63,Artist,AC Business,6888,Coach-7,S-40,Married,2,2,22.94,Karahi,Karore Pakka,15:10,15:15,Female,5
5996,Shalimar Express,Ayesha Fahad Jutt,Female,51,Teacher,Economy,6888,Coach-5,S-6,Married,1,1,19.65,Daal Chaawal,Mir Pur Mathelo,20:47,20:49,Female,3
5997,Shalimar Express,Sara Murtaza Malik,Male,22,Soldier,AC Business,6888,Coach-11,S-63,Married,2,1,46.99,Daal Chaawal,Liaquatpur,18:16,18:18,Male,4
5998,Shalimar Express,Ayesha Saeed Rana,Male,26,Engineer,Economy,6888,Coach-12,S-30,Single,1,1,46.14,Biryani,,0:11,0:13,Male,2
5999,Shalimar Express,Fatima Raza Jutt,Male,29,Artist,Economy,3588,Coach-13,S-87,Single,2,4,45.17,Karahi,Haveli Wasawewala,10:30,10:32,Male,6
6000,Shalimar Express,Fatima Jamal Rana,Male,62,Farmer,AC Business,6888,Coach-13,S-48,Single,3,0,37.24,Daal Chaawal,Pakpattan,11:20,11:35,Male,3
6001,Shalimar Express,Ahmed Rizwan Malik,Male,78,Soldier,AC Business,3588,Coach-20,S-37,Married,3,3,43.71,Nihari,Pakpattan,11:20,11:35,Male,7
6002,Shalimar Express,Sara Hussain Malik,Male,47,Businessperson,AC Business,6888,Coach-16,S-41,Single,0,1,21.45,Biryani,Landhi Jn.,7:10,7:12,Male,1
6003,Shalimar Express,Amir Hussain Bhatti,Female,19,Soldier,Economy,3588,Coach-11,S-94,Single,3,4,24.76,Daal Chaawal,Mandi Ahmadabad,9:41,9:43,Female,7
6004,Shalimar Express,Ayesha Iqbal Rana,Male,41,Businessperson,Economy,3588,Coach-2,S-39,Single,1,4,20.64,Biryani,Jamrani Wah,15:37,15:39,Male,5
6005,Shalimar Express,Amir Fahad Sheikh,Female,52,Student,AC Business,6888,Coach-9,S-94,Single,4,3,17.3,Daal Chaawal,Mandi Burewala,12:55,13:00,Female,7
